filename, language, HTML, CSS, JavaScript, JSON, SCSS, XML, Markdown, comment, blank, total
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-scroller\js\scroller.bootstrap4.min.js, JavaScript, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\css\select.bootstrap4.css, CSS, 0, 113, 0, 0, 0, 0, 0, 0, 3, 116
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\css\select.bootstrap4.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\js\dataTables.select.js, JavaScript, 0, 0, 743, 0, 0, 0, 0, 263, 201, 1207
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\js\dataTables.select.min.js, JavaScript, 0, 0, 24, 0, 0, 0, 0, 4, 1, 29
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\js\select.bootstrap4.js, JavaScript, 0, 0, 26, 0, 0, 0, 0, 6, 6, 38
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables-select\js\select.bootstrap4.min.js, JavaScript, 0, 0, 1, 0, 0, 0, 0, 4, 1, 6
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables\jquery.dataTables.js, JavaScript, 0, 0, 6361, 0, 0, 0, 0, 6989, 1985, 15335
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\datatables\jquery.dataTables.min.js, JavaScript, 0, 0, 162, 0, 0, 0, 0, 4, 1, 167
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\bower.json, JSON, 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\daterangepicker.css, CSS, 0, 337, 0, 0, 0, 0, 0, 1, 73, 411
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\daterangepicker.js, JavaScript, 0, 0, 1158, 0, 0, 0, 0, 115, 293, 1566
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\amd\index.html, HTML, 167, 0, 0, 0, 0, 0, 0, 0, 44, 211
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\amd\main.js, JavaScript, 0, 0, 104, 0, 0, 0, 0, 0, 38, 142
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\amd\require.js, JavaScript, 0, 0, 32, 0, 0, 0, 0, 4, 1, 37
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\browserify\README.md, Markdown, 0, 0, 0, 0, 0, 0, 6, 0, 6, 12
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\browserify\bundle.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\browserify\index.html, HTML, 167, 0, 0, 0, 0, 0, 0, 0, 43, 210
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\example\browserify\main.js, JavaScript, 0, 0, 98, 0, 0, 0, 0, 0, 38, 136
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\moment.min.js, JavaScript, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\package.js, JavaScript, 0, 0, 14, 0, 0, 0, 0, 0, 4, 18
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\website.css, CSS, 0, 129, 0, 0, 0, 0, 0, 0, 23, 152
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\website.js, JavaScript, 0, 0, 133, 0, 0, 0, 0, 1, 46, 180
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\website\index.html, HTML, 608, 0, 0, 0, 0, 0, 0, 9, 128, 745
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\website\website.css, CSS, 0, 129, 0, 0, 0, 0, 0, 0, 23, 152
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\daterangepicker\website\website.js, JavaScript, 0, 0, 133, 0, 0, 0, 0, 1, 46, 180
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\all.css, CSS, 0, 2981, 0, 0, 0, 0, 0, 6, 1437, 4424
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\all.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\brands.css, CSS, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\brands.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\fontawesome.css, CSS, 0, 2951, 0, 0, 0, 0, 0, 6, 1434, 4391
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\fontawesome.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\regular.css, CSS, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\regular.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\solid.css, CSS, 0, 11, 0, 0, 0, 0, 0, 4, 2, 17
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\solid.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\svg-with-js.css, CSS, 0, 312, 0, 0, 0, 0, 0, 4, 56, 372
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\svg-with-js.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\v4-shims.css, CSS, 0, 1552, 0, 0, 0, 0, 0, 4, 611, 2167
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\css\v4-shims.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\webfonts\fa-brands-400.svg, XML, 0, 0, 0, 0, 0, 3492, 0, 4, 1, 3497
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\webfonts\fa-regular-400.svg, XML, 0, 0, 0, 0, 0, 799, 0, 4, 1, 804
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\fontawesome-free\webfonts\fa-solid-900.svg, XML, 0, 0, 0, 0, 0, 4663, 0, 4, 1, 4668
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\icheck-bootstrap\icheck-bootstrap.css, CSS, 0, 321, 0, 0, 0, 0, 0, 5, 65, 391
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\icheck-bootstrap\icheck-bootstrap.min.css, CSS, 0, 1, 0, 0, 0, 0, 0, 4, 0, 5
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\core.js, JavaScript, 0, 0, 256, 0, 0, 0, 0, 60, 84, 400
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\jquery.cookie.js, JavaScript, 0, 0, 72, 0, 0, 0, 0, 22, 24, 118
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\jquery.js, JavaScript, 0, 0, 6800, 0, 0, 0, 0, 1810, 1989, 10599
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\jquery.min.js, JavaScript, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\jquery.slim.js, JavaScript, 0, 0, 5413, 0, 0, 0, 0, 1478, 1605, 8496
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\jquery\jquery.slim.min.js, JavaScript, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\af.js, JavaScript, 0, 0, 66, 0, 0, 0, 0, 1, 6, 73
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-dz.js, JavaScript, 0, 0, 52, 0, 0, 0, 0, 1, 6, 59
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-kw.js, JavaScript, 0, 0, 52, 0, 0, 0, 0, 1, 6, 59
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-ly.js, JavaScript, 0, 0, 114, 0, 0, 0, 0, 1, 7, 122
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-ma.js, JavaScript, 0, 0, 52, 0, 0, 0, 0, 1, 6, 59
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-sa.js, JavaScript, 0, 0, 96, 0, 0, 0, 0, 1, 7, 104
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar-tn.js, JavaScript, 0, 0, 52, 0, 0, 0, 0, 1, 6, 59
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ar.js, JavaScript, 0, 0, 127, 0, 0, 0, 0, 1, 7, 135
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\az.js, JavaScript, 0, 0, 97, 0, 0, 0, 0, 1, 7, 105
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\be.js, JavaScript, 0, 0, 124, 0, 0, 0, 0, 1, 7, 132
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\bg.js, JavaScript, 0, 0, 83, 0, 0, 0, 0, 1, 6, 90
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\bm.js, JavaScript, 0, 0, 51, 0, 0, 0, 0, 1, 6, 58
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\bn.js, JavaScript, 0, 0, 111, 0, 0, 0, 0, 1, 7, 119
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\bo.js, JavaScript, 0, 0, 111, 0, 0, 0, 0, 1, 7, 119
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\br.js, JavaScript, 0, 0, 100, 0, 0, 0, 0, 1, 7, 108
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\bs.js, JavaScript, 0, 0, 143, 0, 0, 0, 0, 1, 7, 151
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ca.js, JavaScript, 0, 0, 81, 0, 0, 0, 0, 1, 6, 88
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\cs.js, JavaScript, 0, 0, 158, 0, 0, 0, 0, 5, 9, 172
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\cv.js, JavaScript, 0, 0, 56, 0, 0, 0, 0, 1, 6, 63
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\cy.js, JavaScript, 0, 0, 71, 0, 0, 0, 0, 3, 6, 80
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\da.js, JavaScript, 0, 0, 53, 0, 0, 0, 0, 1, 6, 60
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\de-at.js, JavaScript, 0, 0, 68, 0, 0, 0, 0, 1, 7, 76
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\de-ch.js, JavaScript, 0, 0, 68, 0, 0, 0, 0, 1, 7, 76
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\de.js, JavaScript, 0, 0, 68, 0, 0, 0, 0, 1, 7, 76
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\dv.js, JavaScript, 0, 0, 90, 0, 0, 0, 0, 1, 8, 99
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\el.js, JavaScript, 0, 0, 92, 0, 0, 0, 0, 1, 7, 100
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-SG.js, JavaScript, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-au.js, JavaScript, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-ca.js, JavaScript, 0, 0, 56, 0, 0, 0, 0, 1, 6, 63
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-gb.js, JavaScript, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-ie.js, JavaScript, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-il.js, JavaScript, 0, 0, 55, 0, 0, 0, 0, 1, 6, 62
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\en-nz.js, JavaScript, 0, 0, 60, 0, 0, 0, 0, 1, 6, 67
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\eo.js, JavaScript, 0, 0, 64, 0, 0, 0, 0, 1, 6, 71
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\es-do.js, JavaScript, 0, 0, 83, 0, 0, 0, 0, 1, 8, 92
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\es-us.js, JavaScript, 0, 0, 83, 0, 0, 0, 0, 1, 8, 92
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\es.js, JavaScript, 0, 0, 83, 0, 0, 0, 0, 1, 8, 92
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\et.js, JavaScript, 0, 0, 72, 0, 0, 0, 0, 1, 7, 80
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\eu.js, JavaScript, 0, 0, 59, 0, 0, 0, 0, 1, 6, 66
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fa.js, JavaScript, 0, 0, 98, 0, 0, 0, 0, 1, 7, 106
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fi.js, JavaScript, 0, 0, 101, 0, 0, 0, 0, 1, 7, 109
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fo.js, JavaScript, 0, 0, 53, 0, 0, 0, 0, 1, 6, 60
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fr-ca.js, JavaScript, 0, 0, 64, 0, 0, 0, 0, 3, 7, 74
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fr-ch.js, JavaScript, 0, 0, 68, 0, 0, 0, 0, 3, 7, 78
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fr.js, JavaScript, 0, 0, 69, 0, 0, 0, 0, 6, 8, 83
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\fy.js, JavaScript, 0, 0, 67, 0, 0, 0, 0, 1, 7, 75
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\ga.js, JavaScript, 0, 0, 64, 0, 0, 0, 0, 1, 12, 77
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\gd.js, JavaScript, 0, 0, 64, 0, 0, 0, 0, 1, 11, 76
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\gl.js, JavaScript, 0, 0, 70, 0, 0, 0, 0, 1, 6, 77
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\gom-latn.js, JavaScript, 0, 0, 114, 0, 0, 0, 0, 2, 7, 123
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\gu.js, JavaScript, 0, 0, 114, 0, 0, 0, 0, 3, 7, 124
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\he.js, JavaScript, 0, 0, 90, 0, 0, 0, 0, 1, 6, 97
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\hi.js, JavaScript, 0, 0, 114, 0, 0, 0, 0, 3, 7, 124
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\hr.js, JavaScript, 0, 0, 146, 0, 0, 0, 0, 1, 7, 154
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\hu.js, JavaScript, 0, 0, 102, 0, 0, 0, 0, 1, 7, 110
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\hy-am.js, JavaScript, 0, 0, 88, 0, 0, 0, 0, 1, 6, 95
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\id.js, JavaScript, 0, 0, 75, 0, 0, 0, 0, 1, 6, 82
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\is.js, JavaScript, 0, 0, 124, 0, 0, 0, 0, 1, 7, 132
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\it-ch.js, JavaScript, 0, 0, 62, 0, 0, 0, 0, 1, 6, 69
g:\OneDrive - IZI Cloud\FPT\Sem04\7_Project\HTDShop\HTDShop\HTDShop\HTDShop-web\src\main\webapp\HTDManager\plugins\moment\locale\it.js, JavaScript, 0, 0, 62, 0, 0, 0, 0, 1, 6, 69
